Price,Open,High,Low,Close,Adj Close,Volume
Ticker,SPY,SPY,SPY,SPY,,SPY
Date,,,,,,
2015-07-01,175.1109794107984,175.3638741746747,174.12470140816666,174.91709899902344,174.91709899902344,135979900
2015-07-02,175.3975959243057,175.56618814172808,174.33544051529762,174.75692749023438,174.75692749023438,104373700
2015-07-06,173.45877499816478,175.04355747579245,173.25645659425425,174.2595977783203,174.2595977783203,117975400
2015-07-07,174.46193347942804,175.4819249845422,172.05945203800184,175.35548400878906,175.35548400878906,173820200
2015-07-08,174.00670311754243,174.29331120955473,172.17745095932744,172.41348266601562,172.41348266601562,164020100
2015-07-09,174.5293670470037,174.7906998452496,172.61582493626628,172.72540283203125,172.72540283203125,144113100
2015-07-10,174.740101412253,175.32175561887746,172.7675450389075,174.9002685546875,174.9002685546875,129456900
2015-07-13,176.17313927403873,176.9402358313004,176.13098800187302,176.83065795898438,176.83065795898438,106069400
2015-07-14,176.78851519315833,177.90967220034761,176.72950083673433,177.59776306152344,177.59776306152344,81709600
2015-07-15,177.63989482217306,178.10353306184948,177.05824074537554,177.5387420654297,177.5387420654297,97914100
2015-07-16,178.6009086333274,178.96339416503906,178.3564518173812,178.96339416503906,178.96339416503906,106683300
2015-07-17,178.95492994115565,179.17411139512424,178.54188094762046,179.11509704589844,179.11509704589844,89030000
2015-07-20,179.34267308235871,179.70514563643835,178.88747289725137,179.20779418945312,179.20779418945312,70446800
2015-07-21,179.07289550277935,179.33422815243227,178.1962085213158,178.4996795654297,178.4996795654297,77965000
2015-07-22,177.80854789946451,178.51665602733,177.7748345899309,178.17945861816406,178.17945861816406,88667900
2015-07-23,178.31432029242572,178.4154730739847,176.8138273397319,177.17630004882812,177.17630004882812,90509100
2015-07-24,177.2774198801859,177.33642136659293,175.0013928439383,175.3385772705078,175.3385772705078,117755000
2015-07-27,174.4450573446826,174.9592720455508,173.87182828436815,174.318603515625,174.318603515625,132361100
2015-07-28,175.16154501690565,176.60303607840157,174.32700906903648,176.45973205566406,176.45973205566406,123544800
2015-07-29,176.58618612098044,177.90122347465888,176.44288208759366,177.6736297607422,177.6736297607422,105791300
2015-07-30,177.159423852391,177.88438202705655,176.5356184444537,177.71578979492188,177.71578979492188,91304400
2015-07-31,178.22153356023722,178.24682174724663,177.15939111756094,177.4459991455078,177.4459991455078,103266900
2015-08-03,177.41233815677947,177.47133965627663,175.8865442017208,176.8475341796875,176.8475341796875,113965700
2015-08-04,176.77165235086633,177.2352906421022,176.0129808653989,176.5019073486328,176.5019073486328,81820800
2015-08-05,177.40380207529577,178.1287599288279,176.7968600182569,177.08348083496094,177.08348083496094,85786800
2015-08-06,177.26899521526573,177.37858595036977,175.04354438967596,175.63363647460938,175.63363647460938,116030800
2015-08-07,175.4734626864189,175.62519182516738,174.38601907434085,175.2964324951172,175.2964324951172,117858000
2015-08-10,176.41760693902745,177.5893403459408,176.41760693902745,177.5050506591797,177.5050506591797,80270700
2015-08-11,176.15626083705428,176.57774779644564,175.1362567357122,175.9033660888672,175.9033660888672,126081400
2015-08-12,174.58833965388175,176.2995757860453,173.11313520458475,176.11412048339844,176.11412048339844,172123700
2015-08-13,175.95397525155556,176.64522016788285,175.34703288791917,175.8949737548828,175.8949737548828,89383300
2015-08-14,175.7010347475112,176.6114480561212,175.55773073542818,176.53558349609375,176.53558349609375,72786500
2015-08-17,175.9370837010872,177.52186584472656,175.47344549572972,177.52186584472656,177.52186584472656,79072600
2015-08-18,177.24367630127526,177.5977237732077,176.77161300536537,177.0076446533203,177.0076446533203,71692700
2015-08-19,176.25740275994235,177.0329371740334,174.79063646356252,175.6083221435547,175.6083221435547,172946000
2015-08-20,174.082539082167,175.5830316263809,171.88237664285722,171.94139099121094,171.94139099121094,194327900
2015-08-21,170.05317329478524,171.91615184361487,166.50425929269056,166.7655792236328,166.7655792236328,346588500
2015-08-24,158.04918781110874,166.4704891953121,153.7584407033453,159.74356079101562,159.74356079101562,507244300
2015-08-25,164.7423649880277,164.75922806574653,157.56866251843223,157.86370849609375,157.86370849609375,369833100
2015-08-26,161.91844617345566,164.20289849210744,158.79100699875787,163.9247283935547,163.9247283935547,339257000
2015-08-27,166.08273966848148,168.10587210616296,164.55695879950537,167.97943115234375,167.97943115234375,274143900
2015-08-28,167.33041132268312,168.45999388384246,166.84148464783027,167.98793029785156,167.98793029785156,160414400
2015-08-31,167.00157161091937,167.86140865107902,166.07429511047644,166.6306610107422,166.6306610107422,163298800
2015-09-01,162.79509614578382,164.1860106334896,160.78038927822158,161.65708923339844,161.65708923339844,256000400
2015-09-02,164.05955315337397,164.7676609051594,162.20501340759878,164.7255096435547,164.7255096435547,160269300
2015-09-03,165.44204059800148,166.9509709691853,164.34618490024872,164.84353637695312,164.84353637695312,152087800
2015-09-04,162.56750906577062,163.4189080076939,161.52221688079993,162.34832763671875,162.34832763671875,207081000
2015-09-08,165.17238231793132,166.5801478206074,164.52328852139843,166.42840576171875,166.42840576171875,116025700
2015-09-09,168.02159569991795,168.14803666372728,163.8320135955247,164.20291137695312,164.20291137695312,149347700
2015-09-10,164.0090072231348,166.25132098396367,163.74768736054978,165.09645080566406,165.09645080566406,158611100
2015-09-11,164.70023473831748,165.9141191389531,163.98370182154335,165.8466796875,165.8466796875,119691200
2015-09-14,166.02378215995387,166.07435855879845,164.74245765056799,165.23138427734375,165.23138427734375,79452000
2015-09-15,165.73709353307262,167.74337546505637,165.18916566122923,167.29660034179688,167.29660034179688,113806200
2015-09-16,167.6001190699612,168.9404448205619,167.25449659708505,168.74655151367188,168.74655151367188,99581600
2015-09-17,168.61168771644316,171.0310193338336,167.98788223470808,168.36721801757812,168.36721801757812,276046600
2015-09-18,165.83615043823173,168.35278741070658,165.20063304738866,165.61582946777344,165.61582946777344,223657500
2015-09-21,166.45468316386635,167.5053967610154,165.41243847553463,166.4716339111328,166.4716339111328,105726200
2015-09-22,164.2855239364529,164.77699238239458,163.1670068671434,164.31094360351562,164.31094360351562,153890900
2015-09-23,164.480334320525,164.95485178673775,163.4635093315504,164.04818725585938,164.04818725585938,92790600
2015-09-24,162.81953029490526,163.9210962225273,161.47223669548188,163.45504760742188,163.45504760742188,159378800
2015-09-25,164.92949769852135,165.23454660944734,162.5314768295048,163.41273498535156,163.41273498535156,155054800
2015-09-28,162.50604615027657,162.61620664470018,158.99799037721044,159.31150817871094,159.31150817871094,178515900
2015-09-29,159.53186591450952,160.77748142581527,158.39639799336356,159.40475463867188,159.40475463867188,159045600
2015-09-30,161.31124410118346,162.54839021375767,160.52320880474448,162.37892150878906,162.37892150878906,163452000
2015-10-01,162.7602571475838,163.10767645641465,160.8452358878054,162.80262756347656,162.80262756347656,131079000
2015-10-02,160.80284159308516,165.25993198893536,160.25205212754128,165.23451232910156,165.23451232910156,211003300
2015-10-05,166.47165339991278,168.4036250662486,166.36149292423195,168.17483520507812,168.17483520507812,126320800
2015-10-06,168.03927710215044,168.60700444497422,166.92924207889533,167.59864807128906,167.59864807128906,110274500
2015-10-07,168.53919917195427,169.3272474239699,167.33595451854197,168.9713592529297,168.9713592529297,124307300
2015-10-08,168.58159360954522,170.78472594957356,168.276544715228,170.4966278076172,170.4966278076172,153055200
2015-10-09,170.6406522703256,171.08126833108102,169.9627644996423,170.59828186035156,170.59828186035156,107069200
2015-10-12,170.67453652594412,170.96263461907054,170.24238938625447,170.75927734375,170.75927734375,56395600
2015-10-13,170.02208869747315,171.30160537883222,169.51368251893922,169.6831512451172,169.6831512451172,88038700
2015-10-14,169.6238214660027,170.20849953181605,168.57310765927443,168.8696746826172,168.8696746826172,99106200
2015-10-15,169.53912792086965,171.47110013780832,169.16628890889254,171.46263122558594,171.46263122558594,134142200
2015-10-16,171.86933328461967,172.2591100631396,171.09823570890907,172.24217224121094,172.24217224121094,114580100
2015-10-19,171.58972340002174,172.32691955566406,171.27620557376218,172.32691955566406,172.32691955566406,76523900
2015-10-20,171.88625936264876,172.72513396492724,171.632049844224,172.1065673828125,172.1065673828125,78448500
2015-10-21,172.5302218720508,172.68273980434682,170.8693977858049,171.03887939453125,171.03887939453125,102038000
2015-10-22,171.99643380695693,174.14024490526398,171.03892967028438,173.92840576171875,173.92840576171875,174911700
2015-10-23,175.61460716025553,176.2077540315652,174.80962119707584,175.8349151611328,175.8349151611328,144442300
2015-10-26,175.65698049650732,175.71628871981218,175.0299321194382,175.40277099609375,175.40277099609375,69033000
2015-10-27,174.7248772160314,175.40276488363364,174.37745800856086,175.06382751464844,175.06382751464844,77905800
2015-10-28,175.40280260764274,177.0805649253312,174.7333966345562,177.05514526367188,177.05514526367188,135906700
2015-10-29,176.54674841450787,177.32631491566698,176.4281190106279,176.95347595214844,176.95347595214844,90525500
2015-10-30,177.1483587161765,177.4703583434629,176.02985479079635,176.1908416748047,176.1908416748047,131076900
2015-11-02,176.52127817957935,178.47018740931264,176.39416697135877,178.27529907226562,178.27529907226562,86270800
2015-11-03,177.91944491080895,179.351479461101,177.6906550360625,178.79222106933594,178.79222106933594,95246100
2015-11-04,179.0888266726748,179.21592499372377,177.70763124564155,178.24993896484375,178.24993896484375,96224500
2015-11-05,178.30924978928454,178.77529852261247,177.17379500600276,178.07199096679688,178.07199096679688,78408700
2015-11-06,177.7245631504848,178.21603148914676,176.6399478271048,177.978759765625,177.978759765625,110471500
2015-11-09,177.36017694483604,177.51270782964448,175.36041520041817,176.31793212890625,176.31793212890625,131008700
2015-11-10,175.83492831303786,176.7585566491961,175.5637809785719,176.7246551513672,176.7246551513672,75874600
2015-11-11,176.99589346653474,177.046732806064,175.96211713064392,176.0299072265625,176.0299072265625,67846000
2015-11-12,174.97910933633207,175.4536268861299,173.55555668693853,173.57249450683594,173.57249450683594,121315200
2015-11-13,173.1572916732939,173.4284390075332,171.53883778859282,171.62356567382812,171.62356567382812,153577100
2015-11-16,171.4371930440981,174.2927806407173,171.31855070797602,174.23345947265625,174.23345947265625,117645200
2015-11-17,174.54698279212946,175.43669683817012,173.60641649149542,174.10635375976562,174.10635375976562,121123700
2015-11-18,174.58933745491169,177.01277769929422,174.546979971221,176.8687286376953,176.8687286376953,121342500
2015-11-19,176.75005982997217,177.13984944417066,176.4195913671301,176.71617126464844,176.71617126464844,88220500
2015-11-20,177.47881310647423,178.04654039957754,176.97887588369227,177.3601837158203,177.3601837158203,94011500
2015-11-23,177.41955412474096,177.9279603988257,176.6908268285458,177.15687561035156,177.15687561035156,64931200
2015-11-24,176.1399766627558,177.80080095172923,175.7501999462227,177.39407348632812,177.39407348632812,98874400
