Price,Open,High,Low,Close,Adj Close,Volume
Ticker,BND,BND,BND,BND,,BND
Date,,,,,,
2015-07-01,60.79418267297806,60.91446000337829,60.76411190652494,60.816734313964844,60.816734313964844,5399300
2015-07-02,60.93699695929942,61.027209236918736,60.93699695929942,60.96706771850586,60.96706771850586,1060100
2015-07-06,61.22268317666172,61.22268317666172,61.05729682315225,61.177574157714844,61.177574157714844,2210700
2015-07-07,61.41061450587746,61.47075029892485,61.237709045410156,61.237709045410156,61.237709045410156,4183200
2015-07-08,61.37302412483319,61.46323641679896,61.31288259685599,61.410614013671875,61.410614013671875,1967800
2015-07-09,61.312913163165234,61.327951420362446,61.17759752546359,61.20766830444336,61.20766830444336,1670900
2015-07-10,60.9069244911504,61.01217501312522,60.85430209786834,60.92196273803711,60.92196273803711,2038300
2015-07-13,60.78664815188226,60.89941206366832,60.77160990475836,60.77912902832031,60.77912902832031,2846500
2015-07-14,60.89191436767578,60.944536780305405,60.86184359825702,60.89191436767578,60.89191436767578,1567700
2015-07-15,60.899448190717166,61.087386243379804,60.876896542063925,61.06483459472656,61.06483459472656,2631000
2015-07-16,60.944551488023656,61.102418764010565,60.929518967392895,61.06483459472656,61.06483459472656,1063100
2015-07-17,61.07986867655451,61.13249110322851,61.04227877089551,61.072349548339844,61.072349548339844,807900
2015-07-20,61.03474830348088,61.05729994640167,60.95205512249616,60.98963928222656,60.98963928222656,1026900
2015-07-21,60.98213581719835,61.14000307875164,60.96709756252831,61.102413177490234,61.102413177490234,1422900
2015-07-22,61.13248479516341,61.215177990748884,61.11745227569957,61.12496566772461,61.12496566772461,1624100
2015-07-23,61.15501256336092,61.297847251857746,61.10990928716677,61.26777648925781,61.26777648925781,1178400
2015-07-24,61.33544680964243,61.35048506242543,61.2677918783578,61.305381774902344,61.305381774902344,804300
2015-07-27,61.410645731121406,61.43319738190741,61.35050417208223,61.42567825317383,61.42567825317383,2022800
2015-07-28,61.35048626756992,61.38055703831366,61.31289637028697,61.32041549682617,61.32041549682617,1434700
2015-07-29,61.320398889954824,61.32791801445769,61.22267321306366,61.26777648925781,61.26777648925781,1020500
2015-07-30,61.25274482727836,61.32791886711761,61.22267406426034,61.29032897949219,61.29032897949219,788000
2015-07-31,61.47828377411791,61.51587367203213,61.433180484951386,61.50083541870117,61.50083541870117,1589100
2015-08-03,61.54527762051613,61.65827499993546,61.50008096766258,61.643211364746094,61.643211364746094,2085800
2015-08-04,61.59046404127896,61.60552767256013,61.41720067148369,61.43227005004883,61.43227005004883,1007300
2015-08-05,61.35695654395886,61.37202592790075,61.25149384550967,61.33435821533203,61.33435821533203,2097000
2015-08-06,61.3494147681406,61.43227912063202,61.33434538735044,61.372013092041016,61.372013092041016,1173000
2015-08-07,61.4699432785711,61.55280763402894,61.43228131981709,61.50007629394531,61.50007629394531,1773800
2015-08-10,61.454877444532436,61.47747576843286,61.33434538735044,61.372013092041016,61.372013092041016,1173300
2015-08-11,61.57541202560217,61.688409407567555,61.552813698666206,61.60554504394531,61.60554504394531,1424200
2015-08-12,61.710977213924316,61.793841536564116,61.56785263168691,61.582916259765625,61.582916259765625,1029700
2015-08-13,61.52268237280964,61.58294841115384,61.43228906257908,61.45488739013672,61.45488739013672,845500
2015-08-14,61.43227005004883,61.52266333230378,61.40213704020252,61.43227005004883,61.43227005004883,2279800
2015-08-17,61.5754249252906,61.60555794994644,61.515164623265726,61.545291900634766,61.545291900634766,821900
2015-08-18,61.46993200189373,61.51513439030518,61.40966598220112,61.43227005004883,61.43227005004883,1083900
2015-08-19,61.3720174183185,61.673341835229834,61.334349710972624,61.65073776245117,61.65073776245117,1356600
2015-08-20,61.67335818652875,61.74868787390725,61.65075410775713,61.7034912109375,61.7034912109375,1536900
2015-08-21,61.74867170356961,61.839065005837504,61.673342035917955,61.8014030456543,61.8014030456543,3459200
2015-08-24,61.99724314529057,62.095171104337,61.718517150227775,61.786312103271484,61.786312103271484,4751800
2015-08-25,61.710977213924316,61.710977213924316,61.469918933685655,61.582916259765625,61.582916259765625,5325500
2015-08-26,61.424760494500575,61.57541985809482,61.28163007598562,61.319297790527344,61.319297790527344,2742500
2015-08-27,61.2966636698618,61.48499063803447,61.28159429392953,61.40212631225586,61.40212631225586,2671000
2015-08-28,61.537732710868916,61.575394662713826,61.40213704020252,61.43227005004883,61.43227005004883,2723900
2015-08-31,61.5302148159743,61.54527845136702,61.34188776349486,61.349422454833984,61.349422454833984,3103700
2015-09-01,61.43849168221727,61.55172263895817,61.400746110248406,61.49888229370117,61.49888229370117,2577700
2015-09-02,61.43848604730029,61.5215216906835,61.393195972424046,61.45358657836914,61.45358657836914,1934700
2015-09-03,61.536622106504346,61.57436767847321,61.44604194844418,61.49888229370117,61.49888229370117,2503000
2015-09-04,61.60459316904249,61.672528320874264,61.50646269667375,61.64988327026367,61.64988327026367,1213800
2015-09-08,61.536622106504346,61.536622106504346,61.4535922146711,61.49888229370117,61.49888229370117,1194600
2015-09-09,61.31017551517914,61.57437728267357,61.295074980369975,61.48379135131836,61.48379135131836,4265400
2015-09-10,61.468699730213295,61.468699730213295,61.35546875,61.35546875,61.35546875,1889000
2015-09-11,61.5139866617701,61.54418197222183,61.46114630827121,61.48379135131836,61.48379135131836,1411500
2015-09-14,61.55927290518508,61.566817412246294,61.47623725418613,61.49888229370117,61.49888229370117,905900
2015-09-15,61.438480775779844,61.446031040666455,61.18937386700397,61.24221420288086,61.24221420288086,1697300
2015-09-16,61.19695183740808,61.24979219720722,61.14411147760894,61.20450210571289,61.20450210571289,1579000
2015-09-17,61.17427941812304,61.55171203613281,61.15917888827042,61.55171203613281,61.55171203613281,1833200
2015-09-18,61.619664908793474,61.73289587867543,61.58946959954719,61.725345611572266,61.725345611572266,1639800
2015-09-21,61.61211325044207,61.649853063245246,61.4535922146711,61.49888229370117,61.49888229370117,933800
2015-09-22,61.597024861297754,61.73290088434045,61.581930085033825,61.612125396728516,61.612125396728516,1444000
2015-09-23,61.64232070842321,61.67251026095107,61.559285041054515,61.612125396728516,61.612125396728516,709000
2015-09-24,61.77816702751615,61.793267557094055,61.619646021935765,61.63474655151367,61.63474655151367,1454400
2015-09-25,61.59700026208581,61.619645297021655,61.521514892578125,61.521514892578125,61.521514892578125,1134000
2015-09-28,61.619644039411746,61.72532470639854,61.551708935990696,61.68003463745117,61.68003463745117,1305000
2015-09-29,61.68760579438919,61.808381272207946,61.672505260182874,61.725345611572266,61.725345611572266,1256600
2015-09-30,61.740457278653416,61.85368826895289,61.7102619639624,61.84613800048828,61.84613800048828,4432000
2015-10-01,61.93989099222695,61.99283730434342,61.87181963552659,61.87937927246094,61.87937927246094,2023700
2015-10-02,62.151714751205674,62.28029790734489,62.02313159506646,62.11389923095703,62.11389923095703,1770400
2015-10-05,62.03824006256381,62.03824006256381,61.87184143066406,61.87184143066406,61.87184143066406,4199900
2015-10-06,61.947478382390415,62.0155497632464,61.87184159120023,61.95504379272461,61.95504379272461,1925300
2015-10-07,61.92478792210508,62.00042471329527,61.87184159120023,61.95504379272461,61.95504379272461,1871000
2015-10-08,61.96263175440091,62.0004530526421,61.82648315974048,61.85673904418945,61.85673904418945,1118100
2015-10-09,61.78108022359213,61.9020979475843,61.78108022359213,61.849151611328125,61.849151611328125,1197400
2015-10-12,61.90209169110249,62.00042471329527,61.87184159120023,61.95504379272461,61.95504379272461,864100
2015-10-13,61.9777071405033,62.02308804122182,61.91719542573544,61.99283218383789,61.99283218383789,971700
2015-10-14,62.083559105289794,62.219707489013665,62.0533032677166,62.21970748901367,62.21970748901367,786300
2015-10-15,62.136568531502235,62.18951485839012,62.068491385093914,62.09874725341797,62.09874725341797,2264300
2015-10-16,62.0684920242439,62.13656917135325,62.05336697528454,62.07605743408203,62.07605743408203,1241200
2015-10-19,62.08362284392015,62.11387871255576,62.007986057689564,62.07605743408203,62.07605743408203,840100
2015-10-20,61.97773742675781,62.00799329892668,61.94748155458895,61.97773742675781,61.97773742675781,1348200
2015-10-21,62.09120559692382,62.15928276937537,62.045824662435486,62.09120559692383,62.09120559692383,943500
2015-10-22,62.09119932401443,62.242478708223935,62.09119932401443,62.19709777832031,62.19709777832031,1101300
2015-10-23,62.08360994548392,62.08360994548392,62.02309822078456,62.03822326660156,62.03822326660156,1367100
2015-10-26,62.12902133679828,62.174402267230775,62.10633087158203,62.10633087158203,62.10633087158203,1512200
2015-10-27,62.219793010888104,62.234918065108786,62.1214599609375,62.1214599609375,62.1214599609375,929400
2015-10-28,62.15921481401997,62.15921481401997,61.939864252598866,61.94742965698242,61.94742965698242,2617300
2015-10-29,61.87183281887172,61.87183281887172,61.69786303015459,61.728118896484375,61.728118896484375,943200
2015-10-30,61.728116933099216,61.86426544189453,61.71298611505737,61.86426544189453,61.86426544189453,1474100
2015-11-02,61.727084539847304,61.80287793475013,61.704347099642995,61.74224090576172,61.74224090576172,2939200
2015-11-03,61.69676831786263,61.7270868334834,61.590656404522726,61.636131286621094,61.636131286621094,3997100
2015-11-04,61.68915996084881,61.72705953427983,61.567891734663,61.67400360107422,61.67400360107422,3594400
2015-11-05,61.658844979285206,61.67400712258856,61.4769397382884,61.5603141784668,61.5603141784668,1715400
2015-11-06,61.378424193368495,61.408736922182875,61.264731220987805,61.317787170410156,61.317787170410156,1198700
2015-11-09,61.2192707607694,61.34054484669855,61.2041143913616,61.26475143432617,61.26475143432617,2358300
2015-11-10,61.34048206925515,61.423856472337235,61.27226402006945,61.33290100097656,61.33290100097656,1421000
2015-11-11,61.34053039550781,61.370848909847375,61.295055515331136,61.34053039550781,61.34053039550781,1303500
2015-11-12,61.42391123074121,61.43906759814926,61.34811782836914,61.34811782836914,61.34811782836914,1263900
2015-11-13,61.401191240234425,61.48456574134085,61.401191240234425,61.461822509765625,61.461822509765625,1583300
2015-11-16,61.48456574134085,61.54519701087205,61.43150976633381,61.461822509765625,61.461822509765625,949100
2015-11-17,61.41630202178962,61.57546982865829,61.36324608616673,61.52999496459961,61.52999496459961,1155900
2015-11-18,61.49210993616388,61.53759059364486,61.44663506134755,61.499691009521484,61.499691009521484,944100
2015-11-19,61.60579865410064,61.62096079976942,61.56790485525718,61.58306121826172,61.58306121826172,1085500
2015-11-20,61.636117734174526,61.636117734174526,61.54516220731137,61.56790542602539,61.56790542602539,1273800
2015-11-23,61.55275669040152,61.62855008796806,61.50728180839472,61.59065628051758,61.59065628051758,1647300
2015-11-24,61.61339569091797,61.65887057437833,61.583077174389146,61.61339569091797,61.61339569091797,1361900
2015-11-25,61.64369003901676,61.66642747183236,61.598209390722104,61.62095260620117,61.62095260620117,904600
2015-11-27,61.674057015091925,61.68921338799299,61.62857633105267,61.65131378173828,61.65131378173828,516000
2015-11-30,61.64369003901676,61.68158383282159,61.590634101559225,61.62095260620117,61.62095260620117,6285200
2015-12-01,61.649044853045396,61.86170541351188,61.62626062079052,61.8541145324707,61.8541145324707,1780200
2015-12-02,61.823764894919776,61.83136157436901,61.73262212523477,61.77819061279297,61.77819061279297,1413700
2015-12-03,61.63386302546718,61.63386302546718,61.27689456811748,61.299678802490234,61.299678802490234,2510600
2015-12-04,61.42124482432663,61.550359437902166,61.36048296103101,61.542762756347656,61.542762756347656,3815200
2015-12-07,61.565513228103484,61.74020204059164,61.55032566789745,61.6490592956543,61.6490592956543,1543300
2015-12-08,61.70980644041536,61.72499399700719,61.603476160575596,61.66423797607422,61.66423797607422,1687300
2015-12-09,61.603467581872685,61.7173945214261,61.49713731684013,61.64144515991211,61.64144515991211,2076900
2015-12-10,61.68703050351451,61.68703050351451,61.618672003244725,61.63386535644531,61.63386535644531,2004100
2015-12-11,61.80096435546875,61.83893615356531,61.72500917014146,61.80096435546875,61.80096435546875,1994400
2015-12-14,61.67182833466834,61.717402593189085,61.50474203531098,61.512332916259766,61.512332916259766,2974600
2015-12-15,61.428803074406524,61.4895649054196,61.383234598430285,61.44399642944336,61.44399642944336,1806300
2015-12-16,61.42124186458219,61.519975541752174,61.28453057603995,61.375667572021484,61.375667572021484,2332700
2015-12-17,61.45919790541705,61.535147314096186,61.436413662270155,61.5047721862793,61.5047721862793,2290500
2015-12-18,61.588274232830976,61.64903603986811,61.5351091003147,61.64144515991211,61.64144515991211,3211500
2015-12-21,61.66428197896016,61.69466290838894,61.550354942244695,61.57313919067383,61.57313919067383,3158300
2015-12-22,61.542758684082564,61.5503553651344,61.47440593832553,61.489593505859375,61.489593505859375,2348600
2015-12-23,61.40579195498449,61.497188568115234,61.382936990625176,61.497188568115234,61.497188568115234,2538600
2015-12-24,61.50479141066178,61.56572634479787,61.46670562405793,61.542877197265625,61.542877197265625,1361700
2015-12-28,61.47432394359373,61.60380632032656,61.47432394359373,61.542877197265625,61.542877197265625,1580600
